OBJECTID,X,Y,Z,Layer,URL,Text,MUTCD,Width,Height,Condition,Orientation,Longitude,Latitude,matched,match_idx,match_distance,Source,File2_Lat,File2_Lon
164,1430774.794,362940.068,1083.248017,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-8a0606c1-34d1-4995-bac6-88c9e15fd376,,W1-2,5.11545359,4.996100612,,-166.9291155,-79.67840295,40.31352067,True,851,0.296920720696246,File 1,40.313518,-79.678403
165,1430775.313,362939.7732,1079.165398,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-cddc48e8-e5ea-45ba-9e6c-74851485bcf1,60 M.P.H.,W13-1P,2.624546245,2.577899642,,15.49401425,-79.67840107,40.31351989,True,862,0.2244644962723396,File 1,40.313518,-79.678402
166,1499532.081,301454.1731,1681.994794,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-fb2f1adb-f770-4267-8fe8-d8bf83502ed7,,W1-8R,3.149804282,4.029680109,,-43.97038381,-79.42769926,40.14862559,True,617,0.06922690501510659,File 1,40.148625,-79.427699
167,1459770.968,323658.1987,1031.847227,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-2bbedcec-9f50-44d9-a9c2-7d816a0868c0,MILE 77.5,D10-1,0.824674468,4.399311473,,6.833886688,-79.57154126,40.20740341,True,716,1.8238889111925594,File 1,40.207389,-79.571531
169,1460205.525,323445.7103,1025.981115,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-f9131e6d-83e6-4b77-8c02-2245a028505e,MILE 77.6,D10-1,5.143886201,4.218240825,,-80.68749785,-79.56997006,40.20684483,True,1085,0.019577811911185714,File 1,40.206845,-79.56997
170,1481952.493,308383.6576,1178.236342,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-f7a02dc1-6109-4e7f-a415-5766351b267c,MILE 82.7,D10-1,0.783346904,4.127708043,,-65.49986178,-79.49106165,40.16671009,True,474,0.9994020472100085,File 1,40.166704,-79.491053
171,1503667.708,298220.6484,1784.879482,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-b4117cb6-dcca-48ad-83aa-2b517b2cc7c8,"MILE
87.8",D10-1,0.781391277,3.915847981,,-139.6440819,-79.4126901,40.13996553,True,610,1.0383465153082947,File 1,40.139971,-79.4127
173,1436629.261,344722.645,1046.291183,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-1e0a838e-a41b-4c7b-ac77-7cb111c11c56,MILE 7 1 .1,D10-1,1.083075633,3.867296888,,113.1429752,-79.65600426,40.26387344,True,585,0.2722110502683419,File 1,40.263871,-79.656004
175,1464150.73,320847.4025,1027.996342,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-54135952-9905-4645-9097-0ed4321e1eae,MILE 78.5,D10-1,0.5366971,4.199306219,,-132.7943648,-79.55565784,40.19993606,True,651,3.523370458198646,File 1,40.199963,-79.555636
176,1440201.256,342909.2477,1144.504073,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-58ec22d5-3257-4dc5-878c-e0ef0728a280,719,D10-1,6.569041358,4.573788469,,-41.0440818,-79.64306836,40.25910758,True,739,4.192665702534131,File 1,40.259078,-79.643099
179,1454712.824,325663.6946,1019.550059,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-8016aa09-d62d-44b6-a3d0-17f3f726e2b1,"FUEL - EXIT 75
FOOD - EXIT 75
DIRECTIONS AT EXIT",D9-18b,13.04738058,15.98481832,,86.18566567,-79.58979668,40.21261967,True,431,0.15036482975727467,File 1,40.212621,-79.589797
181,1473614.32,313446.1452,1115.612755,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-cd4a33d8-7067-402f-a291-ecaa90fe7acd,"80.8
WB",D10-1,3.879548668,1.884985299,,33.49094091,-79.52125434,40.18014919,True,1117,0.5848666063325828,File 1,40.18014539,-79.5212591
182,1470208.385,316719.35,1102.745987,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-f0299b8b-288a-43c3-a7cf-f912b8a90170,MILE 7.9,D10-1,1.172228789,2.295496607,,167.4996122,-79.53367786,40.18894444,True,489,0.2809782008266423,File 1,40.188942,-79.533677
183,1479627.707,309607.543,1161.398042,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-a945fce2-cbd2-4bcb-ac7c-df1177d0a2a0,"MILE
82
.2",D10-1,47.44788377,3.009638609,,-115.8182517,-79.49946524,40.169943,True,138,3.2922870701979154,File 1,40.169968,-79.499486
184,1506527.378,292441.0202,1834.344399,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-36e693ff-c594-443d-840d-8550fe40a454,60 M.P.H.,W13-1P,2.57693889,2.605839459,,146.397133,-79.40207684,40.12424997,True,1031,0.014007031423867633,File 1,40.12425,-79.402077
185,1506527.08,292440.6815,1838.630277,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-e7af26d5-b996-4e3b-88f4-36cbbb06e7ce,,W1-2,4.036174421,5.119173007,,149.1354917,-79.40207788,40.12424903,True,269,0.10834058464516864,File 1,40.12425,-79.402078
192,1428225.496,369064.5957,1020.519351,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-0a63f106-e4fc-403d-93e9-ac98d9e86683,MILE 65.9,D10-1,1.070693517,3.656550695,,-26.93414754,-79.6880243,40.33017557,True,262,2.317245174106737,File 1,40.330158,-79.688039
193,1467637.09,318535.767,1052.905665,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-015a8fac-6d8e-4181-ae39-fe0f34610fa6,MILE 79.3,D10-1,0.97691045,3.836207105,,106.6143126,-79.54301151,40.19378672,True,761,0.05334646276393124,File 1,40.193787,-79.543011
194,1504692.212,294850.4324,1783.819752,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-00a7089d-ad9a-4ce8-b415-6810fe789d95,,W4-2,7.753296455,2.364875649,,81.78118704,-79.40879993,40.13076847,True,221,3.1816645024846486,File 1,40.130791,-79.408823
198,1474331.291,312974.2227,1125.892743,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-8a893714-a0d9-4ea8-ba68-03e4799f400f,"WEST
INTERSTATE 76
MILE 81
.0",D10-1,1.445110647,4.763017975,,123.480223,-79.51865508,40.17889343,True,579,0.10346406626699288,File 1,40.178893,-79.518654
201,1427211.309,373017.0002,1022.101896,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-d0e1aa13-8648-43d8-8503-3e7cc21202cb,DO NOT ENTER,R5-1,0.089379918,0.229827756,,-134.4414118,-79.69197285,40.34096132,True,678,0.5800067864181364,File 1,40.340965,-79.691968
203,1431020.279,380457.3343,1150.414339,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-72de60ac-cb06-487c-81d5-0023caadfc60,PARK BEHIND LINE,R8-32,1.491378366,3.131875601,,-161.5321053,-79.67889478,40.36160952,True,572,0.08781148731065909,File 1,40.361609,-79.678894
204,1431041.342,380556.022,1151.312142,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-008d838e-a278-427f-aafb-2fb740ba7729,"EMERGENCY
CELLULAR
*11",D12-3,2.103406161,3.398160774,,153.4959354,-79.67882695,40.36188162,True,573,0.33917843053062596,File 1,40.361879,-79.678829
205,1432955.497,354479.1256,1070.76442,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-4635a354-3d50-43ac-b2b8-f51014e54dc2,,R2-1,0.019076701,0.31343645,,-179.3486475,-79.66992537,40.29043086,True,1319,0.5860324071928675,File 1,40.29043195,-79.66993213
206,1430981.095,381428.4609,1153.874993,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-85a62423-5101-480d-8f03-2ef072d859eb,"63.3
EB",D10-1,2.679134643,2.071889486,,0.817660225,-79.67911148,40.3642723,True,1135,0.36709304809793725,File 1,40.3642692,-79.67911297
208,1430189.19,379130.1026,1122.074098,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-2c63df72-8cd2-4be8-9bed-313e391e92f8,"3
.8",D10-2,1.043799321,0.979423011,,39.94438692,-79.68177224,40.35791723,True,296,1.4164831930556534,File 1,40.357909,-79.681785
210,1430796.298,380116.0059,1139.611458,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-68f2437f-3505-42bf-b50a-ec98d2a101fe,"MILE
63.6",D10-1,0.861002429,3.593613948,,-138.0794675,-79.67967158,40.36065935,True,294,1.6135404407256757,File 1,40.360652,-79.679688
217,1498467.405,303302.9788,1617.938132,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-ea630de0-c7fc-4777-a6e8-bb34c72cbce1,,M1-4,0.522853421,4.109480557,,-105.0236615,-79.43163307,40.15364423,True,493,0.8615374284846994,File 1,40.153651,-79.431638
218,1428816.501,368074.8413,1054.72395,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-30b335cd-526a-4ff0-b743-d379fa8864bb,,OM3,0.501627766,2.526290492,,116.6407007,-79.68582717,40.32749489,True,1166,1.16593275510006,File 1,40.327504,-79.68583398
219,1501068.349,300030.7609,1742.963102,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-215b062b-2a61-473a-8e9a-1df378c7cdc9,"MILE
87.2",D10-1,0.557026682,3.700648266,,47.67859344,-79.42210828,40.14479886,True,544,0.8901651753259995,File 1,40.144805,-79.422115
221,1499562.1,301489.4645,1677.739287,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-ceae908f-0e88-493d-9b24-4d9608a0eff7,"MILE
8
6
.8",D10-1,4.642575377,4.369096203,,44.30205741,-79.42759429,40.14872401,True,391,0.44657240421896943,File 1,40.14872,-79.427594
222,1493497.461,302099.6154,1456.989881,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-6d6f7e56-e308-45b9-a7d0-94c5f0c6ba11,,W1-8L,0.535819165,3.006923748,,-4.072606097,-79.44932681,40.15008035,True,878,0.49415914979831477,File 1,40.150076,-79.449328
223,1504909.533,294349.5316,1790.341575,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-1f61f65e-cf0e-40db-993f-cfa3834a81f7,0.6,D10-2,0.488448234,1.80422938,,-107.0306268,-79.40798924,40.12940489,True,842,0.6519563078323101,File 1,40.12941,-79.407993
224,1430843.025,363319.6963,1078.828934,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-1167f53e-80b4-47fc-bef3-1c0dd5e32817,"EMERGENCY
CELLULAR
*11",D12-3,0.978379052,5.437917985,,-68.63482138,-79.67818806,40.31456661,True,855,1.9295371032134305,File 1,40.314551,-79.678198
225,1496566.013,303892.5124,1564.055529,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-0e04c3c2-580e-4d24-bc72-bbc0ad0ca472,WEST 76 MILE 86 .9,D10-1,0.237524621,4.426508971,,-35.16706349,-79.43847434,40.15516268,True,84,0.269533686046915,File 1,40.155164,-79.438477
230,1504635.436,296441.4871,1792.530911,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-f07a5a7f-89a8-4e90-91e2-7df113f6b376,MILE 88.2,D10-1,0.634485579,3.291691213,,100.8790007,-79.40910983,40.13513237,True,682,0.2927995318812785,File 1,40.135135,-79.40911
231,1464130.898,320734.8609,1028.065477,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-b071bc4f-4e50-4ddf-a726-908873862b41,NO PARKING,R7-1,0.758828676,0.996104847,,-5.899076134,-79.55572059,40.19962607,True,245,2.0459855498367983,File 1,40.199644,-79.555726
232,1445046.713,335408.2278,1079.319187,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-beb87ceb-4ded-45a8-802e-053a11c202b5,MILE 738,D10-1,12.09856415,3.589976273,,-65.7315746,-79.6251401,40.2388052,True,42,0.8323700727140668,File 1,40.238812,-79.625136
239,1469910.224,317155.3195,1097.169031,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-ad150393-b9fc-4fc0-97a5-df4346c80353,MILE 79.8,D10-1,1.259038831,3.850420281,,-36.5951328,-79.5347764,40.19012444,True,483,0.05956652016627771,File 1,40.190124,-79.534776
242,1445137.346,335508.9853,1089.485785,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-85ceb682-1782-4e6b-af13-eae71a12af22,"MILE
7
3
.8",D10-1,0.767018921,4.180819821,,-118.4964485,-79.62482319,40.239087,True,456,0.34854205417725354,File 1,40.239084,-79.624822
243,1493781.593,302189.5452,1466.415744,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-82496fd4-890b-4d3e-b0fa-ca2e02edf747,,W1-8L,2.95787595,3.984052141,,-106.4251785,-79.44831677,40.15034217,True,770,0.10623596602468859,File 1,40.150342,-79.448318
244,1429859.999,366244.9309,1117.875086,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-b26d401a-1ecd-4664-b6d0-21ad88ab6d79,"MILE
66
.5",D10-1,0.630073417,3.596021986,,-166.6662923,-79.6819418,40.32253563,True,898,2.1440438738088146,File 1,40.322534,-79.681967
246,1431882.889,360621.6594,1153.022996,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-ccaa2e9d-1c6f-4a68-83b8-e42fa015291c,67.7,D10-1,1.044850809,2.015304493,,-25.78369499,-79.6742492,40.30722438,True,603,0.12291016373846671,File 1,40.307225,-79.674248
250,1440291.043,340874.9099,1086.065631,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-02d39c15-ec1e-4e98-9ad1-425a69daeff9,"MILE
72.3",D10-1,0.904435414,3.633960032,,9.862499221,-79.64259052,40.25352975,True,411,0.23160403249831596,File 1,40.253528,-79.642592
259,1446249.139,333845.6156,1068.854071,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-c4a6c224-d86d-4f8d-8d6e-97fe42bffa59,EMERGENCY CALL,D9-11b,0.691755985,4.84089692,,73.88125513,-79.62071544,40.23458667,True,1262,0.40987613683180607,File 1,40.23458455,-79.62071939
261,1435038.794,345273.9339,1022.130932,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-c545995f-c829-47e8-81ad-c174880ce992,MILE 70.8,D10-1,0.798803455,2.815974744,,-58.6116423,-79.66174482,40.26529204,True,509,0.524029637028602,File 1,40.265288,-79.661748
262,1493871.73,302234.0479,1468.19806,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-34334091-39b6-4b6d-99b5-64acb067ef72,,W1-8L,2.72946957,3.26802892,,-111.4088344,-79.44799744,40.15046907,True,771,0.12814541707216995,File 1,40.150468,-79.447998
266,1455539.552,325673.095,1000.529976,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-9879d4b6-4840-4ddf-898e-9de81b1a52f5,60 M.P.H.,W13-1P,6.792730415,2.652239665,,-138.2373682,-79.58683784,40.21269271,True,748,4.747433383380567,File 1,40.212662,-79.586799
267,1427554.79,374015.3347,1030.691055,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-36c5c11b-550e-4d9d-b0d3-b41304394560,"MILE
649",D10-1,13.66426083,4.105296116,,-20.68595204,-79.69081965,40.34372185,True,145,2.3904509113169983,File 1,40.343711,-79.690844
268,1465043.13,320202.8821,1031.978388,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-039c4edd-3a1d-4315-9535-36accb9ab123,MILE 78.7,D10-1,0.453878098,3.882917654,,-35.35983763,-79.5524167,40.1982172,True,592,0.24596698955002813,File 1,40.198218,-79.552414
271,1449679.679,330331.2792,997.7516608,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-1132f673-7711-4df1-9cae-8dbfad30a670,MILE 75.1,D10-1,0.531819815,3.787208978,,110.2020962,-79.60816597,40.2251405,True,373,0.23620423269000573,File 1,40.225139,-79.608164
272,1484727.958,305770.964,1286.73027,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-6b941e46-9c19-4f82-9ce8-5750869d1f00,FALLEN ROCKS,W8-14,2.562687777,3.849795294,,-44.88137178,-79.48094925,40.15968915,True,1160,0.9848562642326119,File 1,40.15969744,-79.48095333
273,1430810.992,364367.6791,1093.363703,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-c978d99d-78fd-48a3-85aa-b723223f09c3,,OM3,0.881502436,2.78928627,,156.6982397,-79.67838496,40.31744077,True,1088,1.4339848839652354,File 1,40.317431,-79.678396
274,1494838.791,303376.3778,1511.279222,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-35bd404d-ea84-446e-aa7d-2df669cf1423,,W1-8L,3.01840857,3.979362391,,-131.358738,-79.44461701,40.15365529,True,722,0.18818744782556796,File 1,40.153656,-79.444615
276,1451196.776,328387.882,995.6129315,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-2428b528-a6a0-4bc7-84cc-5bc12e5d0f48,EXIT 75,E1-5P,9.087284848,2.783833864,,152.5523508,-79.60258806,40.21989439,True,649,2.061838467702492,File 1,40.219885,-79.602609
278,1432386.593,359096.9242,1133.712856,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-9bc160ee-59a6-4671-b896-cdbf71c2858c,68,D10-1,2.011707493,3.830049926,,124.0920254,-79.67232455,40.30307001,True,1271,0.35594780509658697,File 1,40.30306754,-79.67232722
281,1483136.749,307639.9866,1223.073213,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-62acf8e6-846b-4556-9060-1b3bf6618061,,W1-8R,3.243170626,4.043506873,,143.733042,-79.48677268,40.16473305,True,110,0.30532039117967963,File 1,40.164732,-79.486776
282,1445585.923,334729.3132,1087.312413,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-f010d5a1-2ea2-4263-bff1-bb7e89e7c656,NO TRUCKS BUSES TRAILERS LEFT LANE,R3-10a,0.70421251,4.526908962,,-110.5251755,-79.62315752,40.23697335,True,1331,0.5846838231246969,File 1,40.23697182,-79.62316411
284,1441542.533,337909.8312,1037.781672,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-10600675-ed4e-4d4f-8761-09cb5f47063b,"NO
TRUCKS
BUSES
TRAILERS
LEFT
LANE",R3-10b,58.45944284,9.745702876,,136.7885901,-79.63788068,40.24546579,True,1303,0.634461392784511,File 1,40.24546159,-79.63788574
285,1494077.644,302450.1127,1474.178212,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-21d3abc8-ba10-421a-acd8-aa4dd4bfc18d,,W1-8,2.496837487,3.665527747,,42.679136,-79.44727581,40.15107295,True,728,0.24937982277198664,File 1,40.151075,-79.447277
286,1451339.089,328132.8325,981.4052151,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-680e0750-7cd1-4566-9666-42fc374fe41a,"MILE
7
5
.6",D10-1,1.073338467,3.836811754,,142.1892074,-79.6020594,40.2192026,True,478,0.05596194683826024,File 1,40.219203,-79.602059
288,1441064.826,338870.8975,1047.8097,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-4fc50b8a-d26c-49f7-a9c4-4fd6c74e7467,"MILE
72
7",D10-1,1.810504673,3.871381206,,57.60427053,-79.63966526,40.24807534,True,708,0.24384934278366077,File 1,40.248076,-79.639668
289,1456639.916,325592.7114,993.4348038,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-9680c639-a620-4034-9199-8e976265329d,"MILE
768",D10-1,0.788681098,3.861597303,,82.73203649,-79.58289275,40.21253485,True,746,0.247406396889944,File 1,40.212537,-79.582892
292,1429084.344,376769.9083,1074.403243,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-2cff3927-2fb0-44fd-947d-b3164e7795bc,"MILE
64.3",D10-1,1.120549925,3.895460808,,-169.9517783,-79.6855502,40.35137357,True,620,0.29457636097221834,File 1,40.351372,-79.685553
294,1432722.083,355940.3845,1076.321051,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-8f5c1d38-81af-441a-99c1-a863704a0994,686,D10-1,1.187940879,3.503927519,,-176.4969278,-79.67087582,40.29442722,True,419,0.35535652437290993,File 1,40.294427,-79.67088
297,1462141.095,322326.5393,1015.34584,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-94df9cb9-137b-47ca-b50a-bc304fc83485,"EXIT
25
M.P.H.",W13-2,3.40550535,5.161496913,,125.8991297,-79.56295937,40.20388254,True,1150,0.8473681449940516,File 1,40.20388838,-79.56296578
299,1505155.421,293888.7973,1795.991183,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-eb3ddc68-38f5-447e-99b4-30d0bba13bb1,MILE 88.7,D10-1,0.488995244,3.737175984,,-108.9200046,-79.40707913,40.12815302,True,751,0.5761223585605241,File 1,40.128158,-79.407081
300,1432554.415,358055.9901,1113.592772,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-065e9883-6d8e-4151-952a-b3beb6386962,MILE 68.2,D10-1,1.28350465,4.022043768,,177.052841,-79.67164178,40.30022329,True,702,0.037254831038712674,File 1,40.300223,-79.671642
302,1433152.718,349638.7046,1007.324629,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-6564eb62-1922-488f-a08c-fe2f9fadaf73,"MILE
69.8",D10-1,0.748439097,2.851542884,,-58.76294317,-79.66884157,40.27715852,True,385,0.33650447042919895,File 1,40.277157,-79.668845
303,1499246.563,301749.2631,1671.030577,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-a70397f3-3a68-49aa-946c-96cfeabedb99,,W1-8L,3.022206794,4.004000493,,-26.61140508,-79.4287405,40.1494206,True,425,0.2170891669217761,File 1,40.149421,-79.428743
